시설일련번호,시설명,시설면적,경도,위도,상세주소,도로명주소,관리기관명,담당자,담당자연락처,상세시설명,최대수용인원수
381,대성고등학교,1032,127.49081374,36.65380306,충청북도 청주시 청원구 내덕동 232-0,충청북도 청주시 청원구 대성로300번길 18(내덕동),충청북도 청주시 복지교육국 복지정책과,박상봉,043-215-4911,다목적교실,396
455,청주내덕초등학교,600,127.495,36.656415,충청북도 청주시 청원구 내덕동 61-0,충청북도 청주시 청원구 안덕벌로52번길 22-1 (내덕동),충청북도 청주시 복지교육국 복지정책과,김경자,043-216-9507,다목적교실,230
370,율량초등학교,1041,127.49184438,36.66808335,충청북도 청주시 청원구 율량동 1034-0,충청북도 청주시 청원구 율봉로212번길 14(율량동),충청북도 청주시 복지교육국 복지정책과,한지영,043-211-2798,다목적교실,400
423,중앙초등학교,989,127.50108835,36.66694058,충청북도 청주시 청원구 율량동 2105-0,충청북도 청주시 청원구 율봉로 287(율량동),충청북도 청주시 복지교육국 복지정책과,윤태이,043-257-7858,본관,380
409,새터초등학교,704,127.47120321,36.66727149,충청북도 청주시 청원구 사천동 200-0,충청북도 청주시 청원구 새터로 224(사천동),충청북도 청주시 복지교육국 복지정책과,이우동,043-212-0091,다목적교실,270
452,율량중학교,1164,127.486244,36.675312,충청북도 청주시 청원구 주중동 581-6,충청북도 청주시 청원구 2순환로 310(주중동),충청북도 청주시 복지교육국 복지정책과,신지영,043-212-0545,다목적교실 및 급식소,447
467,대성여자중학교,454,127.49205692,36.64434283,충청북도 청주시 상당구 수동 398-1,충청북도 청주시 상당구 대성로 208(수동),충청북도 청주시 복지국 복지정책과,박혜림,043-255-4251,강당,174
471,개신초등학교,1053,127.44892415,36.62018372,충청북도 청주시 서원구 개신동 637-0,충청북도 청주시 서원구 신율로 20(개신동),충청북도 청주시 복지국 복지정책과,,043-236-0331,본관,405
479,소로초등학교,2064,127.39057839,36.67244626,충청북도 청주시 흥덕구 옥산면 가락리 265-7,충청북도 청주시 흥덕구 옥산면 오송가락로 1020,충청북도 청주시 복지국 복지정책과,,043-279-0605,2층 다목적실,793
474,직지초등학교,3363,127.43790675,36.64003087,충청북도 청주시 흥덕구 복대동 3368-0,충청북도 청주시 흥덕구 공단로99번길 22(복대동),충청북도 청주시 복지국 복지정책과,김미정,043-715-8203,본관,1293
2,생명초등학교,632,127.43534446,36.71211461,충청북도 청주시 청원구 오창읍 양청리 810-9,충청북도 청주시 청원구 오창읍 중부로 772,충청북도 청주시 복지국 복지정책과,,043-215-5391,강당,243
475,오창스포츠센터,987,127.45216827,36.74302229,충청북도 청주시 청원구 오창읍 장대리 324-5,충청북도 청주시 청원구 오창읍 두릉유리로 1141-12,충청북도 청주시 청원구 오창읍,,,강당,266
477,북이다목적체육관,891,127.54195821,36.7393976,충청북도 청주시 청원구 북이면 신대리 4-8,충청북도 청주시 청원구 북이면 신대석성로 10,충청북도 청주시 청원구 북이면,,,본관,270
193,포항양덕초등학교,870,129.40329603,36.07980684,경상북도 포항시 북구 양덕동 1851,경상북도 포항시 북구 양덕로 20-5 (양덕동),경상북도 포항시 복지국 복지정책과,임유섭,054-255-0074,강당,330
241,장량다목적재난구호소,808,129.39662933,36.09108921,경상북도 포항시 북구 양덕동 655-1,경상북도 포항시 북구 천마로 161(양덕동),경상북도 포항시 복지국 복지정책과,김복조,054-280-9587,체육관,300
138,환호여자중학교,1074,129.4015252,36.07177599,경상북도 포항시 북구 환호동 70,경상북도 포항시 북구 삼호로 480-6 (환호동),경상북도 포항시 복지국 복지정책과,이종석,054-251-7053,강당,325
140,대도중학교,1071,129.39597318,36.07245446,경상북도 포항시 북구 환호동 493,경상북도 포항시 북구 삼호로509번길 12(환호동),경상북도 포항시 복지국 복지정책과,차동금,054-251-7771,강당,320
139,포항해양과학고등학교,1396,129.40701938,36.07466394,경상북도 포항시 북구 여남동 390,경상북도 포항시 북구 여남포길21번길 18(여남동),경상북도 포항시 복지국 복지정책과,김미향,054-252-0112,강당,423
590,성산초등학교,812,129.01751248,35.33022754,경상남도 양산시 물금읍 범어리 2712-6,경상남도 양산시 물금읍 신주로 78,경상남도 양산시 문화복지국 주민생활지원과,천영화,010-8754-8350,체육관,312
604,동면초등학교,624,129.0687,35.3191,경상남도 양산시 동면 내송리 502-6,경상남도 양산시 동면 내송큰들1길 14,경상남도 양산시 문화복지국 주민생활지원과,김보정,,실내체육관,240
597,양산희망학교,536,129.06026182,35.42746693,경상남도 양산시 상북면 상삼리 564-3,경상남도 양산시 상북면 충렬로 993-25,경상남도 양산시 문화복지국 주민생활지원과,최기림,010-9629-6689,강당,206
557,실내체육관,6105,129.03348991,35.34653483,경상남도 양산시 북부동 533,경상남도 양산시 양산대로 849(북부동),경상남도 양산시 문화복지국 주민생활지원과,정경호,010-4255-3399,체육관,2348
14,신양초등학교,648,129.0244959,35.33399481,경상남도 양산시 남부동 553-6,경상남도 양산시 양주로 27(남부동),경상남도 양산시 문화복지국 주민생활지원과,홍옥순,010-8527-3505,체육관,250
198,양학동민복지회관,192,129.34315745,36.03078874,경상북도 포항시 북구 득량동 196-0,경상북도 포항시 북구 양학로107번길 12(득량동),경상북도 포항시 복지국 복지정책과,신대섭,054-240-7760,본관,73
168,포항국민체육센터,1322,129.34159943,36.03561829,경상북도 포항시 북구 학잠동 216-1,경상북도 포항시 북구 양학로 166(학잠동),경상북도 포항시 복지국 복지정책과,시설관리공단,054-280-9570,본관,508
197,양학초등학교,1855,129.34458389,36.03196676,경상북도 포항시 북구 학잠동 191,경상북도 포항시 북구 양학로 110(학잠동),경상북도 포항시 복지국 복지정책과,유태수,054-277-1207,강당,713
170,항도중학교,1322,129.35631863,36.01843102,경상북도 포항시 북구 죽도동 655-9,경상북도 포항시 북구 중흥로 170(죽도동),경상북도 포항시 복지국 복지정책과,김병주,054-283-4697,강당,350
121,죽도초등학교,150,129.35602127,36.02213755,경상북도 포항시 북구 죽도동 633-5,경상북도 포항시 북구 중흥로 195(죽도동),경상북도 포항시 복지국 복지정책과,김중만,054-274-1089,다목적교실,45
124,포항영흥초등학교,726,129.36736292,36.03098045,경상북도 포항시 북구 죽도동 26-2,경상북도 포항시 북구 죽도로68번길 16-14 (죽도동),경상북도 포항시 복지국 복지정책과,황진석,054-281-0766,강당,280
123,대잠초등학교,198,129.35409536,36.01995728,경상북도 포항시 북구 죽도동 652-1,경상북도 포항시 북구 중흥로161번길 16(죽도동),경상북도 포항시 복지국 복지정책과,이남순,054-283-8511,종합학습실,76
204,죽도동행정복지센터,168,129.36326622,36.03119222,경상북도 포항시 북구 죽도동 71-6,경상북도 포항시 북구 죽도로40번길 28(죽도동),경상북도 포항시 복지국 복지정책과,권의진,054-240-7800,본관,65
172,대흥중학교,1180,129.35414278,36.04521912,경상북도 포항시 북구 용흥동 418-9,경상북도 포항시 북구 용흥로292번길 35(용흥동),경상북도 포항시 복지국 복지정책과,김소정,054-243-0785,강당,350
223,포항남부초등학교,626,129.3558691,36.0277648,경상북도 포항시 북구 용흥동 615-6,경상북도 포항시 북구 새천년대로 606(용흥동),경상북도 포항시 복지국 복지정책과,박문희,054-273-2014,체육관,190
245,용흥초등학교,198,129.34920788,36.03873236,경상북도 포항시 북구 용흥동 532-1,경상북도 포항시 북구 용흥로 118(용흥동),경상북도 포항시 복지국 복지정책과,양광식,054-246-7028,다목적강당,75
19,효신초등학교 강당,1142,128.63228795,35.87250798,대구광역시 동구 신천동 490,대구광역시 동구 동부로34길 70(신천동),대구광역시 동구 안전도시국 안전총괄과,김은숙,053-232-1910,강당,439
1,효동초등학교 강당,1660,128.64488311,35.88413222,대구광역시 동구 효목동 212-10,대구광역시 동구 효동로 78-7 (효목동),대구광역시 동구 안전도시국 안전총괄과,행정실장,053-232-3704,강당,638
20,효목초등학교 강당,1258,128.6422912,35.8765794,대구광역시 동구 효목동 633,대구광역시 동구 화랑로27길 25(효목동),대구광역시 동구 안전도시국 안전총괄과,강정숙,053-232-1677,강당,483
3,해서초등학교 강당,980,128.64286558,35.91788909,대구광역시 동구 봉무동 1571,대구광역시 동구 팔공로 220-4 (봉무동),대구광역시 동구 안전도시국 안전총괄과,장세지,053-232-1093,강당,376
16,영신고등학교 체육관,2079,128.64665809,35.9200237,대구광역시 동구 봉무동 524-0,대구광역시 동구 팔공로50길 32(봉무동),대구광역시 동구 안전도시국 안전총괄과,이동혁,053-235-4777,체육관,799
24,불로중학교 강당,1164,128.63399081,35.89776838,대구광역시 동구 불로동 1010-0,대구광역시 동구 방천로5길 8(불로동),대구광역시 동구 안전도시국 안전총괄과,윤영진,053-232-6562,강당,447
27,불로초등학교 강당,725,128.63283419,35.89734687,대구광역시 동구 불로동 1017-0,대구광역시 동구 방천로3길 19(불로동),대구광역시 동구 안전도시국 안전총괄과,김성희,053-232-3295,강당,278
12,입석초등학교 강당,1060,128.64400595,35.89064454,대구광역시 동구 입석동 943-12,대구광역시 동구 아양로 300(입석동),대구광역시 동구 안전도시국 안전총괄과,이미자,053-232-3905,강당,407
23,동구보건소 대회의실,397,128.65115354,35.88818342,대구광역시 동구 검사동 1005-8,대구광역시 동구 동촌로 79(검사동),대구광역시 동구 안전도시국 안전총괄과,최지해,053-662-3204,대회의실,152
4,용호초등학교 강당,299,128.67230368,35.8775317,대구광역시 동구 방촌동 1113-319,대구광역시 동구 동촌로56길 82(방촌동),대구광역시 동구 안전도시국 안전총괄과,김경숙,053-232-4700,강당,115
328,주감중학교,702,128.99543117,35.15661207,부산광역시 사상구 주례동 995-0,부산광역시 사상구 백양대로 530(주례동),부산광역시 사상구 복지환경국 복지정책과,최말숙,051-314-4676,강당,270
32,귀덕2리 경로당,204,126.27936241,33.44156154,제주특별자치도 제주시 한림읍 귀덕리 4062,제주특별자치도 제주시 한림읍 귀덕3길 40,제주특별자치도 제주시 복지위생국 주민복지과,노인회장,,경로당,67
30,강구리경로당,275,126.27736279,33.40863428,제주특별자치도 제주시 한림읍 한림리 191-7,제주특별자치도 제주시 한림읍 강구로 92,제주특별자치도 제주시 복지위생국 주민복지과,노인회장,,경로당,90
230,두호남부초등학교,711,129.37381639,36.06160983,경상북도 포항시 북구 두호동 919-9,경상북도 포항시 북구 두호로52번길 13(두호동),경상북도 포항시 복지국 복지정책과,김성희,054-246-8104,강당,273
136,장량동행정복지센터,132,129.3858895,36.0822839,경상북도 포항시 북구 장성동 335-1,경상북도 포항시 북구 장량로 50(장성동),경상북도 포항시 복지국 복지정책과,정연학,054-240-7871,회의실,50
188,장량초등학교,215,129.38035824,36.07146094,경상북도 포항시 북구 장성동 441-3,경상북도 포항시 북구 삼흥로100번길 9(장성동),경상북도 포항시 복지국 복지정책과,김창덕,054-248-5328,강당,80
189,장성초등학교,1000,129.37184843,36.06978983,경상북도 포항시 북구 장성동 1344,경상북도 포항시 북구 새천년대로1123번길 6(장성동),경상북도 포항시 복지국 복지정책과,안병현,054-246-7349,강당,380
194,장흥초등학교,637,129.3929461,36.07883836,경상북도 포항시 북구 장성동 1429-1,경상북도 포항시 북구 양덕남로 11(장성동),경상북도 포항시 복지국 복지정책과,서정희,054-243-8802,강당,240
191,장성고등학교,768,129.38480373,36.08590737,경상북도 포항시 북구 장성동 1498-1,경상북도 포항시 북구 법원로 117(장성동),경상북도 포항시 복지국 복지정책과,허홍범,054-250-0700,체육관,290
269,라우스데오,1650,129.39453721,36.0822824,경상북도 포항시 북구 장성동 1416-1,경상북도 포항시 북구 장량로127번길 6(장성동),경상북도 포항시 복지국 복지정책과,,,객실,100
195,경북학생문화회관,1242,129.39155694,36.07387544,경상북도 포항시 북구 양덕동 560,경상북도 포항시 북구 환호로 50(양덕동),경상북도 포항시 복지국 복지정책과,임미화,054-245-7725,강당,470
61,동도중학교 강당,976,128.63971842,35.84941337,대구광역시 수성구 범어동 336-0,대구광역시 수성구 청호로 350(범어동),대구광역시 수성구 복지국 복지정책과,박수범,053-666-2514,강당,375
49,경동초등학교 강당,760,128.63939265,35.85218662,대구광역시 수성구 범어동 89-0,대구광역시 수성구 청호로76길 12(범어동),대구광역시 수성구 복지국 복지정책과,박수범,053-666-2514,강당,292
57,중앙초등학교 강당,764,128.64026487,35.87000801,대구광역시 수성구 만촌동 1425-0,대구광역시 수성구 만촌로 125(만촌동),대구광역시 수성구 복지국 복지정책과,박수범,053-666-2514,강당,293
62,동원중학교 강당,1154,128.65102136,35.87541604,대구광역시 수성구 만촌동 254-0,대구광역시 수성구 효행로2길 81(만촌동),대구광역시 수성구 복지국 복지정책과,박수범,053-666-2514,강당,443
60,대구동부중학교 강당,968,128.64421934,35.87252237,대구광역시 수성구 만촌동 645-1,대구광역시 수성구 화랑로32길 74(만촌동),대구광역시 수성구 복지국 복지정책과,박수범,053-666-2514,강당,372
34,만촌초등학교 강당,1421,128.64768029,35.86718784,대구광역시 수성구 만촌동 980,대구광역시 수성구 국채보상로214길 33(만촌동),대구광역시 수성구 복지국 복지정책과,박수범,053-666-2514,강당,546
5,안일초등학교 강당,1098,128.69512218,35.87162312,대구광역시 동구 율하동 254-1,대구광역시 동구 율하동로23길 66(율하동),대구광역시 동구 안전도시국 안전총괄과,이경옥(행정실장),053-232-2510,강당,422
25,정동고등학교 강당,1226,128.69282805,35.87672908,대구광역시 동구 용계동 173-7,대구광역시 동구 용계로1길 49(용계동),대구광역시 동구 안전도시국 안전총괄과,행정실장,053-235-5751,강당,471
14,안심중학교 체육관,1667,128.71048808,35.86671717,대구광역시 동구 서호동 121-0,대구광역시 동구 안심로 237(서호동),대구광역시 동구 안전도시국 안전총괄과,김정태,053-232-6223,체육관,641
17,동부고등학교 강당,1562,128.71906042,35.87401148,대구광역시 동구 각산동 199-0,대구광역시 동구 반야월북로 199(각산동),대구광역시 동구 안전도시국 안전총괄과,전정숙,053-235-6691,강당,600
21,새론초등학교 체육관,350,128.71709168,35.88443014,대구광역시 동구 각산동 1059-0,대구광역시 동구 과학로 51(각산동),대구광역시 동구 안전도시국 안전총괄과,김정태,053-232-6223,체육관,134
23,서구문화회관,1400,128.54560066,35.87279026,대구광역시 서구 이현동 48-144,대구광역시 서구 당산로 403(이현동),대구광역시 서구 문화회관,,010-3546-1533,3층,538
23,대구중학교,829,128.60468,35.849229,대구광역시 남구 이천동 258,대구광역시 남구 대봉로 120(이천동),대구광역시 남구 도시창조국 안전총괄과,행정실장,053-234-6005,별관 강당,319
20,대구영선초등학교,2161,128.595922,35.853205,대구광역시 남구 이천동 447-0,대구광역시 남구 영선길 96(이천동),대구광역시 남구 도시창조국 안전총괄과,영선초등학교장,053-234-0479,다목적강당동,831
626,기장군국민체육센터,898,129.24303532,35.30493204,부산광역시 기장군 일광읍 원리 39-0,부산광역시 기장군 일광읍 체육공원1로 29,부산광역시 기장군 교육행복국 복지정책과,,,체육센터,345
450,일광초등학교,4742,129.22290802,35.26817395,부산광역시 기장군 일광읍 삼성리 774-0,부산광역시 기장군 일광읍 해빛로 46,부산광역시 기장군 문화복지국 복지정책과,고송희,051-930-7700,강당,1823
449,칠암초등학교,2644,129.25545394,35.29851169,부산광역시 기장군 일광읍 칠암리 134-0,부산광역시 기장군 일광읍 박영준길 19,부산광역시 기장군 문화복지국 복지정책과,류병오,051-727-0526,강당,1016
6,동신초등학교 강당,960,128.61532257,35.8777411,대구광역시 동구 신암동 487,대구광역시 동구 송라로 123(신암동),대구광역시 동구 안전도시국 안전총괄과,이남주(행정실장),053-232-1690,강당,369
13,신성초등학교 강당,1231,128.62966876,35.89056353,대구광역시 동구 신암동 134-87,대구광역시 동구 동북로71길 29(신암동),대구광역시 동구 안전도시국 안전총괄과,윤영애(행정실장),053-232-2860,강당,473
22,신아중학교 강당,1162,128.63480613,35.88821685,대구광역시 동구 신암동 28-0,대구광역시 동구 아양로39길 30(신암동),대구광역시 동구 안전도시국 안전총괄과,문정애(행정실장),053-232-7180,강당,446
18,청구고등학교 체육관,2837,128.62033346,35.86828694,대구광역시 동구 신천동 850-6,대구광역시 동구 국채보상로 827(신천동),대구광역시 동구 안전도시국 안전총괄과,권영일,053-235-4904,체육관,1091
339,일동초등학교,652,126.89347159,35.20584306,광주광역시 북구 일곡동 890-1,광주광역시 북구 일곡택지로 45(일곡동),광주광역시 북구 복지환경국 복지정책과,오선영,062-570-1007,강당,250
351,김제여자고등학교,1288,126.89626601,35.80036619,전북특별자치도 김제시 신풍동 106-2,전북특별자치도 김제시 중앙로 193(신풍동),전북특별자치도 김제시 경제복지국 주민복지과,이필수,063-544-2513,강당,495
367,김제여자고등학교,2931,126.89481452,35.80048936,전북특별자치도 김제시 신풍동 106-2,전북특별자치도 김제시 중앙로 193(신풍동),전북특별자치도 김제시 경제복지국 주민복지과,,,기숙사,1127
366,김제여자고등학교,3679,126.89563957,35.80059715,전북특별자치도 김제시 신풍동 106-2,전북특별자치도 김제시 중앙로 193(신풍동),전북특별자치도 김제시 경제복지국 주민복지과,,,본관 교실,1415
52,두산초등학교 강당,907,128.62602115,35.83257844,대구광역시 수성구 지산동 1043-0,대구광역시 수성구 동대구로6길 31(지산동),대구광역시 수성구 복지국 복지정책과,박수범,053-666-2514,강당,348
68,소선여자중학교 강당,998,128.64967374,35.85279921,대구광역시 수성구 만촌동 862-17,대구광역시 수성구 교학로8길 37(만촌동),대구광역시 수성구 복지국 복지정책과,박수범,053-666-2514,강당,383
30,대청초등학교 강당,1093,128.65040089,35.85141681,대구광역시 수성구 만촌동 873,대구광역시 수성구 교학로12길 42(만촌동),대구광역시 수성구 복지국 복지정책과,박수범,053-666-2514,강당,420
42,황금초등학교 강당,2163,128.61844344,35.8436401,대구광역시 수성구 황금동 820,대구광역시 수성구 들안로32길 22(황금동),대구광역시 수성구 복지국 복지정책과,박수범,053-666-2514,강당,831
67,황금중학교 강당,998,128.6194953,35.84412365,대구광역시 수성구 황금동 821-0,대구광역시 수성구 들안로32길 40(황금동),대구광역시 수성구 복지국 복지정책과,박수범,053-666-2514,강당,383
73,덕화중학교 강당,1397,128.61457229,35.83315816,대구광역시 수성구 상동 328-1,대구광역시 수성구 들안로9길 36(상동),대구광역시 수성구 복지국 복지정책과,,,강당,537
41,파동초등학교 강당,1151,128.60792995,35.82439151,대구광역시 수성구 파동 8,대구광역시 수성구 파동로51길 34(파동),대구광역시 수성구 복지국 복지정책과,박수범,053-666-2514,강당,442
65,수성중학교 강당,750,128.60718522,35.82588346,대구광역시 수성구 파동 2-0,대구광역시 수성구 파동로51길 26-9 (파동),대구광역시 수성구 복지국 복지정책과,박수범,053-666-2514,강당,288
53,들안길초등학교 강당,790,128.61820613,35.83887337,대구광역시 수성구 두산동 28-2,대구광역시 수성구 들안로16길 58(두산동),대구광역시 수성구 복지국 복지정책과,박수범,053-666-2514,강당,303
418,대천초등학교,1149,128.55453935,35.93713458,대구광역시 북구 읍내동 1366-0,대구광역시 북구 구암로21길 54(읍내동),대구광역시 북구 복지환경국 희망복지과,이영주,053-233-3432,강당동,441
422,칠곡중학교 다목적교실동,1612,128.551156,35.948322,대구광역시 북구 읍내동 545-0,대구광역시 북구 칠곡중앙대로 583(읍내동),대구광역시 북구 복지환경국 희망복지과,김상길,053-233-6471,다목적교실동,620
410,북부초등학교 강당동,3357,128.55924401,35.93342704,대구광역시 북구 동천동 880-0,대구광역시 북구 동천로 20(동천동),대구광역시 북구 복지환경국 희망복지과,김성식,053-233-3093,강당동,1291
416,동평초등학교 강당동,1095,128.56099295,35.93896083,대구광역시 북구 동천동 915-1,대구광역시 북구 동천로 84(동천동),대구광역시 북구 복지환경국 희망복지과,이신영,053-233-3871,강당동,421
50,동산초등학교 강당,1056,128.62777507,35.84916731,대구광역시 수성구 범어동 678-3,대구광역시 수성구 동대구로42길 29(범어동),대구광역시 수성구 복지국 복지정책과,박수범,053-666-2514,강당,406
74,수성국민체육센터,3393,128.63019615,35.84810232,대구광역시 수성구 범어동 353-1,대구광역시 수성구 동대구로50길 121-10 (범어동),대구광역시 수성구 복지국 복지정책과,,,수성국민체육센터,1305
36,범어초등학교 강당,2163,128.63296411,35.86044398,대구광역시 수성구 범어동 154,대구광역시 수성구 달구벌대로489길 55(범어동),대구광역시 수성구 복지국 복지정책과,박수범,053-666-2514,강당,831
33,동천초등학교 강당,2491,128.62527943,35.86572658,대구광역시 수성구 범어동 9,대구광역시 수성구 상록로16길 20(범어동),대구광역시 수성구 복지국 복지정책과,박수범,053-666-2514,강당,958
70,마이더스호텔,1804,128.62419446,35.85976657,대구광역시 수성구 범어동 42-1,대구광역시 수성구 상록로 4(범어동),대구광역시 수성구 복지국 복지정책과,박수범,053-666-2514,숙박시설,40
330,장기초등학교,992,128.5290839,35.84441404,대구광역시 달서구 장기동 813-3,대구광역시 달서구 장기로 280(장기동),대구광역시 달서구 도시창조국 안전도시과,배성민,053-667-3442,강당동,381
331,장동초등학교,835,128.53171463,35.84488991,대구광역시 달서구 장기동 533-4,대구광역시 달서구 달구벌대로304길 112(장기동),대구광역시 달서구 도시창조국 안전도시과,배성민,053-667-3442,교사동,321
332,대구전자공고,1949,128.52986114,35.84792157,대구광역시 달서구 장기동 464-10,대구광역시 달서구 용산로 113(장기동),대구광역시 달서구 도시창조국 안전도시과,배성민,053-667-3442,강당,749
334,대구직업능력개발원,16603,128.52959433,35.85164879,대구광역시 달서구 용산동 230-8,대구광역시 달서구 장산남로 11(용산동),대구광역시 달서구 도시창조국 안전도시과,배성민,053-667-3442,학교,6385
335,대구청각.언어 장애인복지관,2436,128.5254645,35.85331478,대구광역시 달서구 용산동 230-17,대구광역시 달서구 달구벌대로291길 100(용산동),대구광역시 달서구 도시창조국 안전도시과,배성민,053-667-3442,본관,936
388,성지초등학교,892,128.51866914,35.85345908,대구광역시 달서구 용산동 412-4,대구광역시 달서구 새동네로 27(용산동),대구광역시 달서구 도시창조국 안전도시과,배성민,053-667-3442,강당,343
525,신기초등학교,691,129.04052332,35.35211523,경상남도 양산시 신기동 511-1,경상남도 양산시 중앙로 239(신기동),경상남도 양산시 문화복지국 주민생활지원과,오동훈,010-2831-4162,체육관,265
521,삼성중학교,1076,129.04660426,35.36095458,경상남도 양산시 북정동 555-0,경상남도 양산시 북정중앙로 19(북정동),경상남도 양산시 문화복지국 주민생활지원과,조현명,055-388-4091,다목적강당,413
2,웅상초등학교,897,129.16498084,35.39856211,경상남도 양산시 명동 985-1,경상남도 양산시 명동2길 29(명동),경상남도 양산시 문화복지국 주민생활지원과,문원태,010-5008-5613,강당,345
605,회야초등학교,584,129.160285,35.374012,경상남도 양산시 덕계동 1588-0,경상남도 양산시 신덕계8길 58(덕계동),경상남도 양산시 문화복지국 주민생활지원과,채미애,,다목적강당,225
420,매안초등학교,12044,127.552962,34.93086,전라남도 순천시 해룡면 신대리 2018-0,전라남도 순천시 해룡면 좌야로 16,전라남도 순천시 안전도시국 안전총괄과,,061-804-0890,본관,4632
437,순천승평중학교,577,127.3532765,34.920352,전라남도 순천시 해룡면 남가리 983-0,전라남도 순천시 해룡면 서가길 100,전라남도 순천시 안전도시국 안전총괄과,,061-724-4468,다목적강당,221
429,체육시설관리소,6483,127.5200247,34.935277,전라남도 순천시 연향동 1299-16,전라남도 순천시 팔마로 333(연향동),전라남도 순천시 안전도시국 안전총괄과,,061-749-8505,체육관,2493
439,순천연향중학교,1010,127.520392,34.947313,전라남도 순천시 연향동 1382-0,전라남도 순천시 연향중앙상가길 67(연향동),전라남도 순천시 안전도시국 안전총괄과,,061-729-7662,다목적강당,388
447,순천낙안중학교,626,127.34567701,34.9016525,전라남도 순천시 낙안면 교촌리 247-1,전라남도 순천시 낙안면 조정래길 716,전라남도 순천시 행정안전국 안전총괄과,,,체육관,240
358,난산초등학교,336,126.99555658,35.87738392,전북특별자치도 김제시 백구면 영상리 343-0,전북특별자치도 김제시 백구면 금백로 1213,전북특별자치도 김제시 경제복지국 주민복지과,,,강당,129
373,국립청소년 농생명센터,4556,126.84983486,35.75366441,전북특별자치도 김제시 부량면 용성리 632-0,전북특별자치도 김제시 부량면 벽골제로 421,전북특별자치도 김제시 경제복지국 주민복지과,,,생활관,200
325,김제공덕초등학교,430,126.91111883,35.89439862,전북특별자치도 김제시 공덕면 동계리 702-2,전북특별자치도 김제시 공덕면 공덕로 248,전북특별자치도 김제시 경제복지국 주민복지과,김진숙,063-544-2660,강당,130
363,지평선중학교,1331,126.83124547,35.82822056,전북특별자치도 김제시 성덕면 묘라리 99-1,전북특별자치도 김제시 성덕면 성동길 183-4,전북특별자치도 김제시 경제복지국 주민복지과,,,기숙사,511
364,지평선중학교,2855,126.83030038,35.82792696,전북특별자치도 김제시 성덕면 묘라리 99-1,전북특별자치도 김제시 성덕면 성동길 183-4,전북특별자치도 김제시 경제복지국 주민복지과,,,특별교실,1098
369,금산고등학교,853,127.00025344,35.71670256,전북특별자치도 김제시 금산면 쌍용리 470-0,전북특별자치도 김제시 금산면 모악로 47,전북특별자치도 김제시 경제복지국 주민복지과,,,강당,258
337,성서노인종합복지관,2492,128.51493209,35.85951184,대구광역시 달서구 용산동 505-4,대구광역시 달서구 선원로 203(용산동),대구광역시 달서구 도시창조국 안전도시과,배성민,053-667-3442,본관,958
338,이곡2동행정복지센터,1924,128.50084324,35.85581193,대구광역시 달서구 이곡동 1191-3,대구광역시 달서구 계대동문로 77(이곡동),대구광역시 달서구 도시창조국 안전도시과,배성민,053-667-3442,본관,740
339,신서초등학교,1232,128.49458116,35.85796085,대구광역시 달서구 신당동 1733-0,대구광역시 달서구 계대동문로3길 46(신당동),대구광역시 달서구 도시창조국 안전도시과,배성민,053-667-3442,강당동-한솔관,473
340,호산초등학교,7948,128.4789458,35.84897077,대구광역시 달서구 호산동 357-57,대구광역시 달서구 달서대로109길 116(호산동),대구광역시 달서구 도시창조국 안전도시과,배성민,053-667-3442,본관동,3056
341,호산초등학교,3945,128.47916193,35.84927415,대구광역시 달서구 호산동 357-57,대구광역시 달서구 달서대로109길 116(호산동),대구광역시 달서구 도시창조국 안전도시과,배성민,053-667-3442,강당동,1517
343,호산고등학교,510,128.48181262,35.84898179,대구광역시 달서구 호산동 357-59,대구광역시 달서구 달서대로109길 86(호산동),대구광역시 달서구 도시창조국 안전도시과,배성민,053-667-3442,본관동,196
344,호산고등학교,1455,128.48186895,35.84898644,대구광역시 달서구 호산동 357-59,대구광역시 달서구 달서대로109길 86(호산동),대구광역시 달서구 도시창조국 안전도시과,배성민,053-667-3442,기숙사동,559
320,본리도서관,2040,128.54182638,35.84056429,대구광역시 달서구 본리동 88-6,대구광역시 달서구 당산로 37-25 (본리동),대구광역시 달서구 도시창조국 안전도시과,배성민,053-667-3442,본관,784
321,본리동행정복지센터,3560,128.54314266,35.84105357,대구광역시 달서구 본리동 110-4,대구광역시 달서구 당산로 37-14 (본리동),대구광역시 달서구 도시창조국 안전도시과,배성민,053-667-3442,본관,1369
322,덕인초등학교,1290,128.53451858,35.83886457,대구광역시 달서구 본리동 407-1,대구광역시 달서구 대명천로43길 66(본리동),대구광역시 달서구 도시창조국 안전도시과,배성민,053-667-3442,다목적강당,496
324,성당초등학교,1007,128.5344401,35.83859579,대구광역시 달서구 본리동 166-1,대구광역시 달서구 대명천로 118(본리동),대구광역시 달서구 도시창조국 안전도시과,배성민,053-667-3442,급식소 및 다목적강당,387
352,한샘초등학교,1754,128.51901315,35.81705055,대구광역시 달서구 대천동 467-0,대구광역시 달서구 월배로11길 42(대천동),대구광역시 달서구 도시창조국 안전도시과,배성민,053-667-3442,본관동,674
345,신월초등학교,890,128.52218766,35.8206014,대구광역시 달서구 월성동 1351-0,대구광역시 달서구 조암남로 100(월성동),대구광역시 달서구 도시창조국 안전도시과,배성민,053-667-3442,본관동,342
